	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	value_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	study	subject_pk	subject_name	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('phenotype', 'choice')	('phenotype', 'count')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'se')	('consumption', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('obese', 'choice')	('obese', 'count')	('medication type', 'choice')	('medication type', 'count')	('genetics', 'choice')	('genetics', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')
201	saliva	caffeine	clearance	l/h/kg	272			136.0	0.12	0.0141	0.33299999999999996			0.04							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	136	males nonsmokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	N	8	methylxanthine	23		3.60e+01	h	N	23																																																																																																																																																																																								
202	saliva	caffeine	vd	l/kg	272			136.0	0.85	0.0354	0.11800000000000001			0.1							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	136	males nonsmokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	N	8	methylxanthine	23		3.60e+01	h	N	23																																																																																																																																																																																								
203	saliva	paraxanthine/caffeine	ratio	-	272			136.0	0.58	0.0354	0.172			0.1							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	136	males nonsmokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	N	8	methylxanthine	23		3.60e+01	h	N	23																																																																																																																																																																																								
204	saliva	caffeine	concentration	µmol/l	272			136.0	[None, '6.31e+00', '5.25e+00', '4.44e+00', '3.26e+00', '2.30e+00', '1.77e+00', '1.30e+00', '1.11e+00', '4.60e-01', '2.80e-01', None]	[None, '5.06e-01', '4.17e-01', '5.02e-01', '2.97e-01', '2.16e-01', '2.26e-01', '1.59e-01', '1.06e-01', '6.01e-02', '2.47e-02', None]	[None, '2.27e-01', '2.25e-01', '3.20e-01', '2.58e-01', '2.65e-01', '3.62e-01', '3.46e-01', '2.70e-01', '3.70e-01', '2.50e-01', None]	h	['1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '1.40e+01', '2.40e+01', '3.20e+01', '4.80e+01']	[None, '1.43e+00', '1.18e+00', '1.42e+00', '8.40e-01', '6.10e-01', '6.40e-01', '4.50e-01', '3.00e-01', '1.70e-01', '7.00e-02', None]	/media/data/Carrillo2000a_Fig1.png						dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	136	males nonsmokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	N	8	methylxanthine	23		3.60e+01	h	N	23																																																																																																																																																																																								
205	urine	caffeine	cum_amount	µmol	272			136.0	['9.13e+00', '1.87e+01', '3.05e+01']			h	['4.00e+00', '8.00e+00', '2.40e+01']		/media/data/Carrillo2000a_Fig2.png	449.64					dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	136	males nonsmokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	N	8	methylxanthine	23		3.60e+01	h	N	23																																																																																																																																																																																								
206	plasma	caffeine	concentration	µmol/l	272			136.0	['9.48e+00', '8.28e+00', '6.79e+00', '5.82e+00', '4.07e+00', '2.97e+00', '2.03e+00', '2.50e-01', '1.20e-01', None]	['6.08e-01', '7.04e-01', '3.50e-01', '2.55e-01', '4.49e-01', '3.36e-01', '3.15e-01', '7.07e-02', '1.06e-02', None]	['1.81e-01', '2.40e-01', '1.46e-01', '1.24e-01', '3.12e-01', '3.20e-01', '4.38e-01', '8.00e-01', '2.50e-01', None]	h	['1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01', '3.20e+01', '4.80e+01']	['1.72e+00', '1.99e+00', '9.90e-01', '7.20e-01', '1.27e+00', '9.50e-01', '8.90e-01', '2.00e-01', '3.00e-02', None]	/media/data/Carrillo2000a_Fig1.png						dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	136	males nonsmokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	N	8	methylxanthine	23		3.60e+01	h	N	23																																																																																																																																																																																								
207	urine	17U	cum_amount	µmol	272			136.0	['3.64e+00', '5.11e+00', '6.67e+00']			h	['4.00e+00', '8.00e+00', '2.40e+01']		/media/data/Carrillo2000a_Fig2.png	111.74					dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	136	males nonsmokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	N	8	methylxanthine	23		3.60e+01	h	N	23																																																																																																																																																																																								
208	plasma	caffeine	cmax	µmol/l	272			137.0	8.44	0.95	0.225			1.9							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
209	plasma	caffeine	tmax	h	272			137.0	1.0												dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
210	plasma	caffeine	thalf	h	272			137.0	3.1	0.6	0.387			1.2							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
211	plasma	caffeine	auc_inf	µmol*h/l	272			137.0	48.6	12.5	0.514			25.0							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
212	plasma	caffeine	clearance	l/h/kg	272			137.0	0.16	0.05	0.625			0.1							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
213	plasma	caffeine	vd	l/kg	272			137.0	0.59	0.1	0.33899999999999997			0.2							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
214	plasma	paraxanthine/caffeine	ratio	-	272			137.0	0.98	0.05	0.102			0.1							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
215	saliva	caffeine	cmax	µmol/l	272			137.0	8.26	0.45	0.109			0.9							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
216	saliva	caffeine	tmax	h	272			137.0	1.0												dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
217	saliva	caffeine	thalf	h	272			137.0	4.6	1.15	0.5			2.3							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
218	saliva	caffeine	auc_inf	µmol*h/l	272			137.0	44.0	9.0	0.409			18.0							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
219	saliva	caffeine	clearance	l/h/kg	272			137.0	0.16	0.04	0.5			0.08							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
220	saliva	caffeine	vd	l/kg	272			137.0	0.88	0.03	0.0682			0.06							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
221	saliva	paraxanthine/caffeine	ratio	-	272			137.0	0.76	0.15	0.395			0.3							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
222	saliva	caffeine	concentration	µmol/l	272			137.0	[None, '5.72e+00', '4.70e+00', '3.81e+00', '2.35e+00', '1.62e+00', '1.33e+00', '9.20e-01', '7.50e-01', '4.80e-01', '3.60e-01', None]	[None, '4.95e-01', '4.25e-01', '7.05e-01', '3.95e-01', '6.00e-01', '5.00e-01', '3.85e-01', '3.20e-01', '9.50e-02', '4.00e-02', None]	[None, '1.73e-01', '1.81e-01', '3.70e-01', '3.36e-01', '7.41e-01', '7.52e-01', '8.37e-01', '8.53e-01', '3.96e-01', '2.22e-01', None]	h	['1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01', '1.40e+01', '2.40e+01', '3.20e+01', '4.80e+01']	[None, '9.90e-01', '8.50e-01', '1.41e+00', '7.90e-01', '1.20e+00', '1.00e+00', '7.70e-01', '6.40e-01', '1.90e-01', '8.00e-02', None]	/media/data/Carrillo2000a_Fig1.png						dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
223	urine	caffeine	cum_amount	µmol	272			137.0	['7.32e+00', '1.64e+01', '2.57e+01']			h	['4.00e+00', '8.00e+00', '2.40e+01']		/media/data/Carrillo2000a_Fig2.png	384.06					dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
224	plasma	caffeine	concentration	µmol/l	272			137.0	['8.39e+00', '6.36e+00', '6.09e+00', '4.50e+00', '2.92e+00', '1.99e+00', '7.90e-01', '1.40e-01', None, None]	['8.50e-01', '8.15e-01', '8.05e-01', '9.85e-01', '8.45e-01', '6.95e-01', '1.55e-01', '2.50e-02', None, None]	['2.03e-01', '2.56e-01', '2.64e-01', '4.38e-01', '5.79e-01', '6.98e-01', '3.92e-01', '3.57e-01', None, None]	h	['1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01', '3.20e+01', '4.80e+01']	['1.70e+00', '1.63e+00', '1.61e+00', '1.97e+00', '1.69e+00', '1.39e+00', '3.10e-01', '5.00e-02', None, None]	/media/data/Carrillo2000a_Fig1.png						dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
225	urine	17U	cum_amount	µmol	272			137.0	['1.85e+00', '2.63e+00', '3.20e+00']			h	['4.00e+00', '8.00e+00', '2.40e+01']		/media/data/Carrillo2000a_Fig2.png	55.6					dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	137	males smokers	homo sapiens	23	Y	23.0	M	12	12.0	0.27899999999999997	68.0	44.1		28.0	12.3	3.55	yr	12.0	0.0896	95.0	83.7		74.0	7.5	2.17	kg	Y	4	methylxanthine	23		3.60e+01	h	N	23																																			4	0.41700000000000004		12.0		5.0	2.5	1/day																																																																																																																																														
226	plasma	caffeine	cmax	µmol/l	272			138.0	13.2	0.36700000000000005	0.0684			0.9							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
227	plasma	caffeine	tmax	h	272			138.0	1.17	0.163	0.342			0.4							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
228	plasma	caffeine	thalf	h	272			138.0	6.32	1.02	0.396			2.5							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
229	plasma	caffeine	auc_inf	µmol*h/l	272			138.0	136.0	22.5	0.405			55.0							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
230	plasma	caffeine	clearance	l/h/kg	272			138.0	0.06	0.0122	0.5			0.03							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
231	plasma	caffeine	vd	l/kg	272			138.0	0.53	0.0245	0.113			0.06							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
232	plasma	paraxanthine/caffeine	ratio	-	272			138.0	0.4	0.0816	0.5			0.2							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
233	saliva	caffeine	cmax	µmol/l	272			138.0	12.4	0.612	0.121			1.5							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
234	saliva	caffeine	tmax	h	272			138.0	1.0												dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Carrillo2000a	138	females nonsmokers	homo sapiens	23	Y	23.0	F	11	11.0	0.24100000000000002	59.0	42.7		26.0	10.3	3.11	yr	11.0	0.135	76.0	64.5		45.0	8.7	2.62	kg	N	6	methylxanthine	23		3.60e+01	h	N	23			('Y', 'N')	(3, 3)																																																																																																																																																																																				
