study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median
ZylberKatz1984	outputs	25179	saliva	caffeine	vd	l/kg	3155	1568.0	0.69													
ZylberKatz1984	outputs	25180	saliva	caffeine	vd	l/kg	3155	1569.0	0.77													
ZylberKatz1984	outputs	25197	saliva	caffeine	thalf	h	3156	1570.0	3.1													
ZylberKatz1984	outputs	25198	saliva	caffeine	thalf	h	3156	1571.0	3.9													
ZylberKatz1984	outputs	25199	saliva	caffeine	thalf	h	3156	1572.0	4.3													
ZylberKatz1984	outputs	25200	saliva	caffeine	thalf	h	3156	1573.0	7.6													
ZylberKatz1984	outputs	25201	saliva	caffeine	auc_inf	mg*h/l	3156	1570.0	27.1													
ZylberKatz1984	outputs	25202	saliva	caffeine	auc_inf	mg*h/l	3156	1571.0	45.1													
ZylberKatz1984	outputs	25203	saliva	caffeine	auc_inf	mg*h/l	3156	1572.0	33.0													
ZylberKatz1984	outputs	25204	saliva	caffeine	auc_inf	mg*h/l	3156	1573.0	109.0													
ZylberKatz1984	outputs	25205	saliva	caffeine	clearance	l/h/kg	3156	1570.0	0.138													
ZylberKatz1984	outputs	25206	saliva	caffeine	clearance	l/h/kg	3156	1571.0	0.096													
ZylberKatz1984	outputs	25207	saliva	caffeine	clearance	l/h/kg	3156	1572.0	0.10800000000000001													
ZylberKatz1984	outputs	25208	saliva	caffeine	clearance	l/h/kg	3156	1573.0	0.054													
ZylberKatz1984	outputs	25209	saliva	caffeine	vd	l/kg	3156	1570.0	0.62													
ZylberKatz1984	outputs	25210	saliva	caffeine	vd	l/kg	3156	1571.0	0.53													
ZylberKatz1984	outputs	25211	saliva	caffeine	vd	l/kg	3156	1572.0	0.65													
ZylberKatz1984	outputs	25212	saliva	caffeine	vd	l/kg	3156	1573.0	0.57													
Lia2009	outputs	26119	plasma	codeine	cmax	µg/ml	3190			898.0	0.0425	0.00405	0.426			0.0181						
Lia2009	outputs	26120	plasma	codeine	tmax	h	3190			898.0	0.91	0.0693	0.341			0.31						
Lia2009	outputs	26121	plasma	codeine	thalf	h	3190			898.0	2.88	0.107	0.16699999999999998			0.48						
Lia2009	outputs	26122	plasma	codeine	kel	1/h	3190			898.0	0.25	0.00894	0.16			0.04						
Lia2009	outputs	26123	plasma	codeine	auc_end	mg*h/l	3190			898.0	150000.0	7650.0	0.22699999999999998	h	12.0	34200.0						
Lia2009	outputs	26124	plasma	codeine	auc_inf	mg*h/l	3190			898.0	161000.0	8180.0	0.22699999999999998			36600.0						
Lia2009	outputs	26125	plasma	morphine	cmax	µg/ml	3190			898.0	0.0065	0.000449	0.309			0.00201						
Lia2009	outputs	26126	plasma	morphine	tmax	h	3190			898.0	0.88	0.0648	0.33			0.29						
Lia2009	outputs	26127	plasma	morphine	thalf	h	3190			898.0	4.92	0.253	0.23			1.13						
Lia2009	outputs	26128	plasma	morphine	kel	1/h	3190			898.0	0.15	0.00671	0.2			0.03						
Lia2009	outputs	26129	plasma	morphine	auc_end	mg*h/l	3190			898.0	32000.0	2260.0	0.316	h	12.0	10100.0						
Lia2009	outputs	26130	plasma	morphine	auc_inf	mg*h/l	3190			898.0	39900.0	3020.0	0.33799999999999997			13500.0						
Molanaei2010	outputs	26137	plasma	codeine-6-glucuronide	concentration	nmol/l	3200			905.0	5590.0	891.0	0.478			2670.0						
Molanaei2010	outputs	26138	plasma	morphine-3-glucuronide	concentration	nmol/l	3200			905.0	348.0	185.0	1.59			555.0						
Molanaei2010	outputs	26139	plasma	morphine-6-glucuronide	concentration	nmol/l	3200			905.0	74.0	39.3	1.59			118.0						
Shah1990	outputs	26155	plasma	codeine	cmax	µg/ml	3204			907.0	0.0881	0.007940000000000001	0.285			0.0251						
Shah1990	outputs	26156	plasma	codeine	tmax	h	3204			907.0	1.2	0.19	0.5			0.6						
Shah1990	outputs	26157	plasma	codeine	clearance	l/h	3204			907.0	158.0	13.9	0.27899999999999997			44.1						
Shah1990	outputs	26158	plasma	codeine	vd	l/kg	3204			907.0	7.0	0.601	0.271			1.9						
Shah1990	outputs	26159	plasma	codeine	auc_end	mg*h/l	3204			907.0	325000.0	29100.0	0.28300000000000003	h	6.0	92100.0						
Shah1990	outputs	26160	plasma	codeine	ratio	-	3204			907.0	0.027	0.00569	0.667			0.018						
Shah1990	outputs	26161	plasma	morphine	cmax	µg/ml	3204			907.0	0.0027	0.00018999999999999998	0.222			0.0006						
Shah1990	outputs	26162	plasma	morphine	tmax	h	3204			907.0	1.2	0.19899999999999998	0.525			0.63						
Shah1990	outputs	26163	plasma	morphine	clearance	l/h	3204			907.0												
Shah1990	outputs	26164	plasma	morphine	vd	l/kg	3204			907.0												
Shah1990	outputs	26165	plasma	morphine	auc_end	mg*h/l	3204			907.0	10900.0	664.0	0.193	h	6.0	2100.0						
Shah1990	outputs	26166	plasma	morphine	ratio	-	3204			907.0	0.027	0.00569	0.667			0.018						
Somogyi1991	outputs	26177	plasma	codeine	cmax	nmol/l	3206			908.0	243.0	11.8	0.11900000000000001			29.0						
Somogyi1991	outputs	26178	plasma	codeine	tmax	h	3206			908.0	0.75	0.0898	0.293			0.22						
Somogyi1991	outputs	26179	plasma	codeine	thalf	h	3206			908.0	2.2	0.098	0.109			0.24						
Somogyi1991	outputs	26180	plasma	codeine	auc_end	µmol*h/l	3206			908.0	0.81	0.0857	0.259	h	12.0	0.21						
Somogyi1991	outputs	26181	plasma	codeine	clearance_renal	l/h	3206			908.0	15.1	1.81	0.294			4.44						
Somogyi1991	outputs	26195	plasma	codeine-6-glucuronide	clearance	l/h	3206			908.0	49.2	9.46	0.47100000000000003			23.2						
Somogyi1991	outputs	26196	plasma	morphine	clearance	l/h	3206			908.0	5.28	1.03	0.47700000000000004			2.52						
Somogyi1991	outputs	26197	plasma	norcodeine	clearance	l/h	3206			908.0	4.26	0.735	0.423			1.8						
Somogyi1991	outputs	26198	plasma	M+N+C-6-G	clearance	l/h	3206			908.0	58.7	9.14	0.381			22.4						
Somogyi1991	outputs	26211	urine	codeine-6-glucuronide	recovery	-	3206			908.0	0.462	0.0825	0.43700000000000006			0.20199999999999999						
Somogyi1991	outputs	26212	urine	codeine	recovery	-	3206			908.0	0.083	0.0139	0.41			0.034						
Somogyi1991	outputs	26213	urine	morphine	recovery	-	3206			908.0	0.042	0.0196	1.14			0.048						
Somogyi1991	outputs	26214	urine	norcodeine	recovery	-	3206			908.0	0.029	0.0139	1.17			0.034						
Wu2013	outputs	26247	plasma	codeine	cmax	µg/ml	3222			909.0	0.0361	0.0035399999999999997	0.31			0.0112						
Wu2013	outputs	26248	plasma	codeine	tmax	h	3222			909.0	1.05	0.174	0.524			0.55						
Wu2013	outputs	26249	plasma	codeine	auc_end	mg*h/l	3222			909.0	158000.0	15200.0	0.304	h	24.0	48000.0						
Wu2013	outputs	26250	plasma	codeine	auc_inf	mg*h/l	3222			909.0	159000.0	15500.0	0.308			49000.0						
Wu2013	outputs	26251	plasma	codeine	thalf	h	3222			909.0	3.49	0.231	0.209			0.73						
Wu2013	outputs	26252	plasma	codeine	vd	l	3222			909.0	1.03	0.126	0.38799999999999996			0.4						
Wu2013	outputs	26253	plasma	codeine	clearance	l/h	3222			909.0	0.203	0.0177	0.276			0.056						
Wu2013	outputs	26254	plasma	morphine	cmax	µg/ml	3222			909.0	0.00148	0.000332	0.7090000000000001			0.00105						
Wu2013	outputs	26255	plasma	morphine	tmax	h	3222			909.0	0.625	0.0854	0.43200000000000005			0.27						
Wu2013	outputs	26256	plasma	morphine	auc_end	mg*h/l	3222			909.0	4750.0	908.0	0.604	h	24.0	2870.0						
Wu2013	outputs	26257	plasma	morphine	auc_inf	mg*h/l	3222			909.0	5380.0	1060.0	0.625			3360.0						
Wu2013	outputs	26258	plasma	morphine	thalf	h	3222			909.0	5.34	1.39	0.826			4.41						
Wu2013	outputs	26259	plasma	morphine	vd	l	3222			909.0	54.4	11.6	0.6759999999999999			36.8						
Wu2013	outputs	26260	plasma	morphine	clearance	l/h	3222			909.0	9.46	2.8	0.9359999999999999			8.85						
Wu2013	outputs	26261	plasma	morphine-3-glucuronide	cmax	µg/ml	3222			909.0	0.0323	0.00519	0.508			0.0164						
Wu2013	outputs	26262	plasma	morphine-3-glucuronide	tmax	h	3222			909.0	1.3	0.152	0.369			0.48						
Wu2013	outputs	26263	plasma	morphine-3-glucuronide	auc_end	mg*h/l	3222			909.0	177000.0	31300.0	0.5589999999999999	h	24.0	99000.0						
Wu2013	outputs	26264	plasma	morphine-3-glucuronide	auc_inf	mg*h/l	3222			909.0	191000.0	33200.0	0.55			105000.0						
Wu2013	outputs	26265	plasma	morphine-3-glucuronide	thalf	h	3222			909.0	7.48	1.52	0.642			4.8						
Wu2013	outputs	26266	plasma	morphine-3-glucuronide	vd	l	3222			909.0	2.44	0.9009999999999999	1.17			2.85						
Wu2013	outputs	26267	plasma	morphine-3-glucuronide	clearance	l/h	3222			909.0	0.21	0.0367	0.552			0.11599999999999999						
Wu2013	outputs	26268	plasma	morphine-6-glucuronide	cmax	µg/ml	3222			909.0	0.009059999999999999	0.00155	0.54			0.00489						
Wu2013	outputs	26269	plasma	morphine-6-glucuronide	tmax	h	3222			909.0	1.5	0.168	0.353			0.53						
Wu2013	outputs	26270	plasma	morphine-6-glucuronide	auc_end	mg*h/l	3222			909.0	46100.0	8660.0	0.594	h	24.0	27400.0						
Wu2013	outputs	26271	plasma	morphine-6-glucuronide	auc_inf	mg*h/l	3222			909.0	56100.0	12900.0	0.725			40700.0						
Wu2013	outputs	26272	plasma	morphine-6-glucuronide	thalf	h	3222			909.0	14.9	5.38	1.14			17.0						
Wu2013	outputs	26273	plasma	morphine-6-glucuronide	vd	l	3222			909.0	12.3	3.6	0.927			11.4						
Wu2013	outputs	26274	plasma	morphine-6-glucuronide	clearance	l/h	3222			909.0	0.83	0.214	0.816			0.677						
Chen1991	outputs	25427	plasma	codeine	thalf	h	3164	1574.0	3.22													
Chen1991	outputs	25428	plasma	codeine	thalf	h	3164	1575.0	2.77													
Chen1991	outputs	25429	plasma	codeine	thalf	h	3164	1576.0	3.63													
Chen1991	outputs	25430	plasma	codeine	thalf	h	3164	1577.0	3.17													
Chen1991	outputs	25431	plasma	codeine	thalf	h	3164	1578.0	2.81													
Chen1991	outputs	25432	plasma	codeine	thalf	h	3164	1579.0	3.15													
Chen1991	outputs	25433	plasma	codeine	thalf	h	3164	1580.0	3.6													
Chen1991	outputs	25434	plasma	codeine	thalf	h	3164	1581.0	3.59													
Chen1991	outputs	25435	saliva	codeine	thalf	h	3164	1574.0	2.82													
Chen1991	outputs	25436	saliva	codeine	thalf	h	3164	1575.0	2.74													
Chen1991	outputs	25437	saliva	codeine	thalf	h	3164	1576.0	3.11													
Chen1991	outputs	25438	saliva	codeine	thalf	h	3164	1577.0	3.19													
Chen1991	outputs	25439	saliva	codeine	thalf	h	3164	1578.0	3.18													
Chen1991	outputs	25440	saliva	codeine	thalf	h	3164	1579.0	2.98													
Chen1991	outputs	25441	saliva	codeine	thalf	h	3164	1580.0	2.72													
Chen1991	outputs	25442	saliva	codeine	thalf	h	3164	1581.0	4.13													
Chen1991	outputs	25443	plasma	codeine	cmax	nmol/l	3164	1574.0	226.0													
Chen1991	outputs	25444	plasma	codeine	cmax	nmol/l	3164	1575.0	274.0													
Chen1991	outputs	25445	plasma	codeine	cmax	nmol/l	3164	1576.0	138.0													
Chen1991	outputs	25446	plasma	codeine	cmax	nmol/l	3164	1577.0	159.0													
Chen1991	outputs	25447	plasma	codeine	cmax	nmol/l	3164	1578.0	186.0													
Chen1991	outputs	25448	plasma	codeine	cmax	nmol/l	3164	1579.0	172.0													
Chen1991	outputs	25449	plasma	codeine	cmax	nmol/l	3164	1580.0	142.0													
Chen1991	outputs	25450	plasma	codeine	cmax	nmol/l	3164	1581.0	160.0													
Chen1991	outputs	25451	plasma	codeine	tmax	h	3164	1574.0	0.75													
Chen1991	outputs	25452	plasma	codeine	tmax	h	3164	1575.0	0.5													
Chen1991	outputs	25453	plasma	codeine	tmax	h	3164	1576.0	1.0													
Chen1991	outputs	25454	plasma	codeine	tmax	h	3164	1577.0	1.0													
Chen1991	outputs	25455	plasma	codeine	tmax	h	3164	1578.0	1.25													
Chen1991	outputs	25456	plasma	codeine	tmax	h	3164	1579.0	0.75													
Chen1991	outputs	25457	plasma	codeine	tmax	h	3164	1580.0	1.5													
Benowitz2003	outputs	19190	plasma	caffeine	thalf	h	2810			790.0	4.6	0.635	0.478			2.2						
Benowitz2003	outputs	19191	plasma	caffeine	cmax	µg/ml	2810			790.0	4.1	0.231	0.195			0.8						
Benowitz2003	outputs	19192	plasma	caffeine	tmax	h	2810			790.0	0.0055	0.000722	0.455			0.0025						
Benowitz2003	outputs	19203	urine	AAMU/(AAMU+1U+1X)	ratio	-	2810			790.0	0.31	0.0346	0.387	h	6.0	0.12						
Benowitz2003	outputs	19204	urine	1U/1X	ratio	-	2810			790.0	2.38	0.242	0.353	h	6.0	0.84						
Kaplan1997	outputs	21814	plasma	caffeine	cmax	µg/ml	3056			841.0	7.0	0.5	0.247									
Kaplan1997	outputs	21815	plasma	caffeine	tmax	h	3056			841.0	0.65	0.09	0.48									
Kaplan1997	outputs	21816	plasma	caffeine	thalf	h	3056			841.0	3.94	0.5	0.44									
Kaplan1997	outputs	21817	plasma	caffeine	vd	l	3056			841.0	38.8	3.6	0.321									
Kaplan1997	outputs	21818	plasma	caffeine	vd	l/kg	3056			841.0	0.58	0.03	0.179									
Kaplan1997	outputs	21819	plasma	caffeine	clearance	l/h	3056			841.0	8.52	1.74	0.7070000000000001									
Kaplan1997	outputs	21820	plasma	caffeine	clearance	l/h/kg	3056			841.0	0.124	0.024	0.669									
Kaplan1997	outputs	21828	plasma	caffeine	cmax	µg/ml	3058			841.0	17.3	1.4	0.28									
Kaplan1997	outputs	21829	plasma	caffeine	tmax	h	3058			841.0	0.5	0.06	0.41600000000000004									
Kaplan1997	outputs	21830	plasma	caffeine	thalf	h	3058			841.0	4.74	0.6	0.43799999999999994									
Kaplan1997	outputs	21831	plasma	caffeine	vd	l	3058			841.0	35.8	2.7	0.261									
Kaplan1997	outputs	21832	plasma	caffeine	vd	l/kg	3058			841.0	0.53	0.03	0.196									
Kaplan1997	outputs	21833	plasma	caffeine	clearance	l/h	3058			841.0	6.78	1.44	0.736									
Kaplan1997	outputs	21834	plasma	caffeine	clearance	l/h/kg	3058			841.0	0.0984	0.018	0.634									
Kaplan1997	outputs	21838	plasma	paraxanthine	auc_end	mg*h/l	3056			841.0	9.43			h	8.0							
Kaplan1997	outputs	21839	plasma	theobromine	auc_end	mg*h/l	3056			841.0	2.78			h	8.0							
Kaplan1997	outputs	21840	plasma	theophylline	auc_end	mg*h/l	3056			841.0	1.0			h	8.0							
Kaplan1997	outputs	21844	plasma	paraxanthine	auc_end	mg*h/l	3058			841.0	17.3			h	8.0							
Kaplan1997	outputs	21845	plasma	theophylline	auc_end	mg*h/l	3058			841.0	4.29			h	8.0							
Kaplan1997	outputs	21846	plasma	theobromine	auc_end	mg*h/l	3058			841.0	1.67			h	8.0							
Parsons1978	outputs	22579	saliva	caffeine	kel	1/h	3100	1387.0	0.461													
Parsons1978	outputs	22580	saliva	caffeine	kel	1/h	3100	1388.0	0.295													
Parsons1978	outputs	22581	saliva	caffeine	kel	1/h	3100	1389.0	0.11699999999999999													
Parsons1978	outputs	22582	saliva	caffeine	kel	1/h	3100	1390.0	0.157													
Parsons1978	outputs	22583	saliva	caffeine	kel	1/h	3100	1391.0	0.11699999999999999													
Parsons1978	outputs	22584	saliva	caffeine	kel	1/h	3100	1392.0	0.18100000000000002													
Parsons1978	outputs	22585	saliva	caffeine	kel	1/h	3100	1393.0	0.162													
Parsons1978	outputs	22586	saliva	caffeine	kel	1/h	3100	1394.0	0.42													
Parsons1978	outputs	22587	saliva	caffeine	kel	1/h	3100	1395.0	0.17													
Parsons1978	outputs	22588	saliva	caffeine	kel	1/h	3100	1396.0	0.172													
Parsons1978	outputs	22589	saliva	caffeine	kel	1/h	3100	1397.0	0.25													
Parsons1978	outputs	22590	saliva	caffeine	kel	1/h	3100	1398.0	0.263													
Parsons1978	outputs	22591	saliva	caffeine	vd	l/kg	3100	1386.0	0.7													
Parsons1978	outputs	22592	saliva	caffeine	vd	l/kg	3100	1387.0	0.48200000000000004													
Parsons1978	outputs	22593	saliva	caffeine	vd	l/kg	3100	1388.0	0.66													
Parsons1978	outputs	22594	saliva	caffeine	vd	l/kg	3100	1389.0	0.9													
Parsons1978	outputs	22595	saliva	caffeine	vd	l/kg	3100	1390.0	0.44													
Parsons1978	outputs	22596	saliva	caffeine	vd	l/kg	3100	1391.0	0.966													
Parsons1978	outputs	22597	saliva	caffeine	vd	l/kg	3100	1392.0	0.121													
Parsons1978	outputs	22598	saliva	caffeine	vd	l/kg	3100	1393.0	0.8540000000000001													
Parsons1978	outputs	22599	saliva	caffeine	vd	l/kg	3100	1394.0	0.638													
Parsons1978	outputs	22600	saliva	caffeine	vd	l/kg	3100	1395.0	0.483													
Parsons1978	outputs	22601	saliva	caffeine	vd	l/kg	3100	1396.0	0.9540000000000001													
Parsons1978	outputs	22602	saliva	caffeine	vd	l/kg	3100	1397.0	0.743													
Parsons1978	outputs	22603	saliva	caffeine	vd	l/kg	3100	1398.0	0.4													
Parsons1978	outputs	22604	saliva	caffeine	clearance	l/h/kg	3100	1386.0	0.159													
Parsons1978	outputs	22605	saliva	caffeine	clearance	l/h/kg	3100	1387.0	0.22													
Parsons1978	outputs	22606	saliva	caffeine	clearance	l/h/kg	3100	1388.0	0.196													
Parsons1978	outputs	22607	saliva	caffeine	clearance	l/h/kg	3100	1389.0	0.106													
Parsons1978	outputs	22608	saliva	caffeine	clearance	l/h/kg	3100	1390.0	0.069													
Parsons1978	outputs	22609	saliva	caffeine	clearance	l/h/kg	3100	1391.0	0.113													
George1986	outputs	20671	plasma	caffeine	thalf	h	2866			820.0	3.59	0.335	0.295			1.06				5.1	2.33	
George1986	outputs	20672	plasma	caffeine	thalf	h	2866			821.0	4.54	0.465	0.324			1.47				8.11	2.73	
George1986	outputs	20673	plasma	caffeine	thalf	h	2866			822.0	5.89	0.7559999999999999	0.406			2.39				9.72	3.13	
George1986	outputs	20674	plasma	caffeine	thalf	h	2866			823.0	5.19	0.531	0.324			1.68				7.96	3.18	
George1986	outputs	20675	plasma	caffeine	clearance	l/h/kg	2866			820.0	0.177	0.0245	0.43700000000000006			0.0774				0.331	0.0768	
George1986	outputs	20676	plasma	caffeine	clearance	l/h/kg	2866			821.0	0.15	0.0159	0.336			0.0504				0.22399999999999998	0.0474	
George1986	outputs	20677	plasma	caffeine	clearance	l/h/kg	2866			822.0	0.11199999999999999	0.018	0.508			0.057				0.214	0.051	
George1986	outputs	20678	plasma	caffeine	clearance	l/h/kg	2866			823.0	0.126	0.0137	0.34299999999999997			0.0432				0.193	0.0552	
George1986	outputs	20679	plasma	caffeine	vd	l/kg	2866			820.0	0.84	0.0727	0.27399999999999997			0.23				1.14	0.52	
George1986	outputs	20680	plasma	caffeine	vd	l/kg	2866			821.0	0.89	0.0506	0.18			0.16				1.15	0.56	
George1986	outputs	20681	plasma	caffeine	vd	l/kg	2866			822.0	0.86	0.0506	0.18600000000000003			0.16				1.21	0.72	
George1986	outputs	20682	plasma	caffeine	vd	l/kg	2866			823.0	0.86	0.0443	0.163			0.14				1.13	0.63	
George1986	outputs	20695	plasma	antipyrine	thalf	h	2868			820.0	11.5	0.8029999999999999	0.221			2.54				16.3	7.95	
George1986	outputs	20696	plasma	antipyrine	thalf	h	2868			821.0	11.5	0.7490000000000001	0.20600000000000002			2.37				15.5	7.31	
George1986	outputs	20697	plasma	antipyrine	thalf	h	2868			822.0	12.8	0.9329999999999999	0.231			2.95				16.5	8.22	
George1986	outputs	20698	plasma	antipyrine	thalf	h	2868			823.0	12.5	0.674	0.17			2.13				16.5	0.44	
George1986	outputs	20699	plasma	antipyrine	clearance	l/h/kg	2868			820.0	0.0612	0.00569	0.294			0.018				0.0912	0.0354	
George1986	outputs	20700	plasma	antipyrine	clearance	l/h/kg	2868			821.0	0.0648	0.00512	0.25			0.0162				0.0966	0.0426	
Akinyinka2000	outputs	17235	plasma	caffeine	auc_inf	mg*h/l	2770			759.0	51.9	9.51	0.518			26.9						
Akinyinka2000	outputs	17236	saliva	caffeine	auc_inf	mg*h/l	2770			759.0	35.5	6.68	0.532			18.9						
