	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	time	time_unit	cv	sd	min	max	median	name	route	value_intervention	unit_intervention	substance_name_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	('study', '')	('subject_pk', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('sex', 'choice')	('sex', 'count')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'unit')	('abstinence', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('overnight fast', 'unit')	('overnight fast', 'value')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'min')	('fasted', 'unit')	('fasted', 'value')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'unit')	('alcohol abstinence', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('HbA1c', 'count')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('HbA1c', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'mean')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'se')	('obesity index', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'se')	('body surface area', 'unit')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('medication type', 'choice')	('medication type', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
266	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
267	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
268	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
269	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
270	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
271	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
272	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
273	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
274	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
275	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
276	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
277	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
278	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
279	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
280	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
281	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
282	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
283	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
284	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
285	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
286	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
287	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
288	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
289	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
290	kel	1/h	plasma	619	caffeine			488.0	0.14	0.02			0.36		0.07	0.23		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
291	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
292	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
293	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
294	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
295	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
296	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
297	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
298	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
299	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
300	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
301	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
302	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
303	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
304	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
305	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
306	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
307	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
308	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
309	auc_inf	µg*min/ml	plasma	619	caffeine			488.0	4143.3	615.1					2174.0	8372.8		Dcaf_iv	iv	4.85	mg/kg	caffeine	h	0.0	solution	single dose		0.09	4.64	5.63	Blanchard1983a	488	all	homo sapiens	10	Y	10.0	10.0		30.0	21.8		18.8		1.1	yr		M	10	10.0		106.0	79.5		64.0		3.9	kg		('Y', 'N')	(1, 9)	('caffeine', 'alcohol')	(10, 10)				N	10.0	Y	10.0			N		caucasian	10																																																																																																																																							
