study	pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	auc_end	group_pk	mean	kel	se	individual_pk	value	sd	cv	median	max	min
Israelian2006	2190	790	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	epinephrine	concentration	fmol/l	/media/data/Israelian2006_Fig3.png	124.95	602.0	[0.21, 0.21, 0.43, 0.9, 1.62, 1.8]		[0.06, 0.07, 0.18, 0.19, 0.29, 0.29]							
Israelian2006	2191	789	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	cortisol	concentration	nmol/l	/media/data/Israelian2006_Fig3.png	50627.1	603.0	[256.95, 228.78, 215.36, 334.56, 494.72, 571.35]		[26.2, 24.56, 19.65, 34.39, 45.85, 52.4]							
Israelian2006	2191	790	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	cortisol	concentration	nmol/l	/media/data/Israelian2006_Fig3.png	50627.1	603.0	[256.95, 228.78, 215.36, 334.56, 494.72, 571.35]		[26.2, 24.56, 19.65, 34.39, 45.85, 52.4]							
Israelian2006	2192	789	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	cortisol	concentration	nmol/l	/media/data/Israelian2006_Fig3.png	56448.59999999999	602.0	[265.14, 248.44, 238.27, 408.26, 556.94, 594.28]		[39.31, 24.56, 34.4, 42.57, 58.96, 52.4]							
Israelian2006	2192	790	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	cortisol	concentration	nmol/l	/media/data/Israelian2006_Fig3.png	56448.59999999999	602.0	[265.14, 248.44, 238.27, 408.26, 556.94, 594.28]		[39.31, 24.56, 34.4, 42.57, 58.96, 52.4]							
Israelian2006	2193	789	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	FFA	concentration	µmol/l	/media/data/Israelian2006_Fig4.png	52431.9	603.0	[582.43, 579.72, 329.47, 241.79, 202.13, 206.81]	0.008500212366590373	[34.49, 29.56, 34.48, 20.94, 23.4, 25.86]							
Israelian2006	2193	790	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	FFA	concentration	µmol/l	/media/data/Israelian2006_Fig4.png	52431.9	603.0	[582.43, 579.72, 329.47, 241.79, 202.13, 206.81]	0.008500212366590373	[34.49, 29.56, 34.48, 20.94, 23.4, 25.86]							
Israelian2006	2194	789	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	FFA	concentration	µmol/l	/media/data/Israelian2006_Fig4.png	61224.6	602.0	[552.87, 551.39, 382.43, 348.93, 320.35, 322.57]	0.004164586245153055	[57.88, 60.34, 50.49, 39.41, 38.18, 34.49]							
Israelian2006	2194	790	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	FFA	concentration	µmol/l	/media/data/Israelian2006_Fig4.png	61224.6	602.0	[552.87, 551.39, 382.43, 348.93, 320.35, 322.57]	0.004164586245153055	[57.88, 60.34, 50.49, 39.41, 38.18, 34.49]							
Ferrannini1979	2100	784	plasma	min	[-0.47, 0.49, 1.32, 2.34, 3.41, 4.38, 5.38, 6.41, 7.44, 8.51, 9.54, 10.35, 11.38, 12.46, 13.44, 14.46, 15.49, 16.41, 17.54, 18.52, 19.39, 20.41, 21.54, 22.56, 23.49, 24.41, 25.43, 26.66, 27.68, 28.55, 29.63, 30.45, 31.52, 32.55, 33.57, 34.44, 35.51, 36.74, 37.66, 38.53, 39.5, 40.52, 41.44, 42.57, 43.49, 44.62, 45.49, 46.56, 47.53, 48.66, 49.63, 50.45, 51.58, 52.75, 53.57, 54.44, 55.72, 56.59, 57.61, 58.53, 59.51, 60.48, 61.66, 62.42, 63.5, 64.62, 65.54, 66.52, 67.59, 68.61, 69.48, 70.56, 71.68, 72.66, 73.63, 74.55, 75.42, 76.44, 77.46, 78.48, 79.61, 80.63, 81.65, 82.72, 83.59, 84.82, 85.64, 86.66, 87.63, 88.71, 89.73]	insulin	rate_secretion	mU/min	/media/data/Ferrannini1979_Fig4.png	1399.0302000000001	585.0	[2.36, 52.62, 94.65, 95.06, 72.39, 52.76, 40.46, 34.47, 33.05, 33.16, 33.38, 33.49, 31.46, 29.23, 27.41, 25.49, 23.77, 22.76, 21.95, 19.73, 18.61, 17.81, 16.9, 16.1, 14.79, 14.49, 14.29, 14.2, 14.11, 14.22, 14.13, 13.63, 13.23, 12.32, 12.13, 11.53, 11.13, 11.14, 11.35, 11.36, 11.37, 11.38, 11.39, 10.18, 10.08, 10.3, 10.51, 9.3, 9.31, 9.21, 9.32, 9.33, 8.33, 8.34, 8.55, 8.45, 7.24, 7.45, 7.46, 7.47, 6.36, 6.37, 6.38, 6.39, 5.38, 5.19, 5.3, 5.31, 5.01, 5.02, 5.03, 4.33, 4.23, 3.94, 4.15, 4.06, 4.17, 4.18, 4.18, 4.19, 4.31, 6.04, 6.16, 6.47, 6.27, 5.78, 5.99, 6.0, 6.11, 6.02, 5.82]	0.02516059719596	[0.81, 4.68, 10.38, 11.29, 11.9, 8.44, 8.45, 5.8, 4.38, 5.19, 1.53, 3.36, 4.17, 3.87, 4.27, 4.58, 2.95, 3.26, 2.65, 3.56, 3.15, 2.54, 2.54, 2.34, 2.65, 2.65, 2.75, 2.54, 2.44, 2.34, 2.34, 2.44, 1.93, 2.95, 2.65, 1.93, 2.13, 2.03, 1.52, 1.42, 1.63, 1.63, 1.22, 1.63, 1.73, 1.43, 1.42, 1.42, 1.22, 1.43, 1.42, 1.32, 1.32, 1.32, 1.12, 1.63, 1.22, 1.32, 1.32, 1.22, 1.32, 1.73, 1.42, 0.92, 0.92, 1.12, 0.61, 0.71, 1.12, 0.71, 1.02, 0.71, 1.02, 1.12, 0.91, 0.91, 0.81, 1.12, 0.71, 0.71, 0.71, 1.02, 1.32, 0.81, 0.81, 1.12, 0.92, 0.82, 0.61, 0.81, 0.81]							
Jones1998	2195	791	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	8743.15	606.0	[85.16, 86.07, 83.05, 80.83, 85.08, 86.09, 87.21, 87.31, 85.19, 85.4, 87.42, 77.23, 80.36, 75.42, 71.38, 66.23, 60.48, 57.55, 56.85, 56.55, 58.78, 56.56, 54.04, 53.54, 54.86]	0.006308839352404953	[2.02, 1.92, 2.12, 1.72, 1.72, 1.72, 1.82, 2.02, 2.93, 3.33, 2.12, 1.62, 5.15, 2.22, 4.14, 5.15, 4.75, 4.14, 4.04, 2.63, 1.92, 1.92, 2.12, 2.32, 2.42]							
Jones1998	2195	793	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	8743.15	606.0	[85.16, 86.07, 83.05, 80.83, 85.08, 86.09, 87.21, 87.31, 85.19, 85.4, 87.42, 77.23, 80.36, 75.42, 71.38, 66.23, 60.48, 57.55, 56.85, 56.55, 58.78, 56.56, 54.04, 53.54, 54.86]	0.006308839352404953	[2.02, 1.92, 2.12, 1.72, 1.72, 1.72, 1.82, 2.02, 2.93, 3.33, 2.12, 1.62, 5.15, 2.22, 4.14, 5.15, 4.75, 4.14, 4.04, 2.63, 1.92, 1.92, 2.12, 2.32, 2.42]							
Jones1998	2195	794	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	8743.15	606.0	[85.16, 86.07, 83.05, 80.83, 85.08, 86.09, 87.21, 87.31, 85.19, 85.4, 87.42, 77.23, 80.36, 75.42, 71.38, 66.23, 60.48, 57.55, 56.85, 56.55, 58.78, 56.56, 54.04, 53.54, 54.86]	0.006308839352404953	[2.02, 1.92, 2.12, 1.72, 1.72, 1.72, 1.82, 2.02, 2.93, 3.33, 2.12, 1.62, 5.15, 2.22, 4.14, 5.15, 4.75, 4.14, 4.04, 2.63, 1.92, 1.92, 2.12, 2.32, 2.42]							
Jones1998	2196	791	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9599.5	605.0	[99.19, 97.17, 95.04, 97.27, 97.17, 95.24, 95.14, 99.39, 95.14, 95.35, 94.33, 95.35, 95.24, 88.26, 79.36, 70.56, 70.56, 63.58, 58.72, 54.67, 54.77, 50.62, 49.92, 50.93, 53.05]	0.010001702695836051	[0.81, 1.72, 1.72, 0.81, 1.72, 1.92, 0.91, 1.21, 1.52, 1.62, 1.72, 1.62, 1.72, 1.42, 1.72, 1.62, 1.82, 2.02, 1.72, 1.62, 1.62, 1.72, 1.92, 1.11, 1.92]							
Jones1998	2196	793	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9599.5	605.0	[99.19, 97.17, 95.04, 97.27, 97.17, 95.24, 95.14, 99.39, 95.14, 95.35, 94.33, 95.35, 95.24, 88.26, 79.36, 70.56, 70.56, 63.58, 58.72, 54.67, 54.77, 50.62, 49.92, 50.93, 53.05]	0.010001702695836051	[0.81, 1.72, 1.72, 0.81, 1.72, 1.92, 0.91, 1.21, 1.52, 1.62, 1.72, 1.62, 1.72, 1.42, 1.72, 1.62, 1.82, 2.02, 1.72, 1.62, 1.62, 1.72, 1.92, 1.11, 1.92]							
Jones1998	2196	794	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9599.5	605.0	[99.19, 97.17, 95.04, 97.27, 97.17, 95.24, 95.14, 99.39, 95.14, 95.35, 94.33, 95.35, 95.24, 88.26, 79.36, 70.56, 70.56, 63.58, 58.72, 54.67, 54.77, 50.62, 49.92, 50.93, 53.05]	0.010001702695836051	[0.81, 1.72, 1.72, 0.81, 1.72, 1.92, 0.91, 1.21, 1.52, 1.62, 1.72, 1.62, 1.72, 1.42, 1.72, 1.62, 1.82, 2.02, 1.72, 1.62, 1.62, 1.72, 1.92, 1.11, 1.92]							
Jones1998	2197	791	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9013.900000000001	606.0	[90.11, 89.1, 89.92, 88.0, 88.11, 87.0, 89.12, 90.34, 90.35, 88.13, 85.4, 83.39, 80.46, 74.1, 74.41, 67.55, 64.32, 60.58, 60.59, 59.89, 57.67, 57.67, 53.84, 51.82, 51.93]	0.007489489372017505	[1.72, 1.72, 1.82, 1.82, 1.51, 1.82, 1.92, 1.82, 1.82, 2.22, 2.02, 3.23, 5.15, 4.65, 4.75, 4.55, 4.85, 4.24, 4.04, 2.42, 2.93, 1.21, 1.62, 1.82, 1.21]							
Jones1998	2197	792	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9013.900000000001	606.0	[90.11, 89.1, 89.92, 88.0, 88.11, 87.0, 89.12, 90.34, 90.35, 88.13, 85.4, 83.39, 80.46, 74.1, 74.41, 67.55, 64.32, 60.58, 60.59, 59.89, 57.67, 57.67, 53.84, 51.82, 51.93]	0.007489489372017505	[1.72, 1.72, 1.82, 1.82, 1.51, 1.82, 1.92, 1.82, 1.82, 2.22, 2.02, 3.23, 5.15, 4.65, 4.75, 4.55, 4.85, 4.24, 4.04, 2.42, 2.93, 1.21, 1.62, 1.82, 1.21]							
Jones1998	2197	795	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9013.900000000001	606.0	[90.11, 89.1, 89.92, 88.0, 88.11, 87.0, 89.12, 90.34, 90.35, 88.13, 85.4, 83.39, 80.46, 74.1, 74.41, 67.55, 64.32, 60.58, 60.59, 59.89, 57.67, 57.67, 53.84, 51.82, 51.93]	0.007489489372017505	[1.72, 1.72, 1.82, 1.82, 1.51, 1.82, 1.92, 1.82, 1.82, 2.22, 2.02, 3.23, 5.15, 4.65, 4.75, 4.55, 4.85, 4.24, 4.04, 2.42, 2.93, 1.21, 1.62, 1.82, 1.21]							
Jones1998	2198	791	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9592.85	605.0	[97.27, 99.19, 97.27, 99.19, 97.17, 95.24, 97.37, 95.14, 99.19, 97.27, 99.39, 95.24, 94.03, 88.36, 77.34, 68.43, 67.52, 61.45, 56.69, 54.87, 52.75, 50.73, 49.92, 49.81, 52.75]	0.010885855510611893	[1.82, 1.01, 1.62, 0.61, 1.82, 1.82, 1.52, 1.72, 1.82, 1.82, 1.62, 1.72, 1.42, 1.82, 1.52, 1.72, 1.72, 1.72, 1.42, 1.52, 1.52, 1.62, 1.82, 1.72, 1.72]							
Jones1998	2198	792	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9592.85	605.0	[97.27, 99.19, 97.27, 99.19, 97.17, 95.24, 97.37, 95.14, 99.19, 97.27, 99.39, 95.24, 94.03, 88.36, 77.34, 68.43, 67.52, 61.45, 56.69, 54.87, 52.75, 50.73, 49.92, 49.81, 52.75]	0.010885855510611893	[1.82, 1.01, 1.62, 0.61, 1.82, 1.82, 1.52, 1.72, 1.82, 1.82, 1.62, 1.72, 1.42, 1.82, 1.52, 1.72, 1.72, 1.72, 1.42, 1.52, 1.52, 1.62, 1.82, 1.72, 1.72]							
Jones1998	2198	795	plasma	min	[-60.0, -55.0, -50.0, -45.0, -40.0, -35.0, -30.0, -25.0, -20.0, -15.0, -10.0, -5.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0]	glucose	concentration	mg/dl	/media/data/Jones1998_Fig1.png	9592.85	605.0	[97.27, 99.19, 97.27, 99.19, 97.17, 95.24, 97.37, 95.14, 99.19, 97.27, 99.39, 95.24, 94.03, 88.36, 77.34, 68.43, 67.52, 61.45, 56.69, 54.87, 52.75, 50.73, 49.92, 49.81, 52.75]	0.010885855510611893	[1.82, 1.01, 1.62, 0.61, 1.82, 1.82, 1.52, 1.72, 1.82, 1.82, 1.62, 1.72, 1.42, 1.82, 1.52, 1.72, 1.72, 1.72, 1.42, 1.52, 1.52, 1.62, 1.82, 1.72, 1.72]							
Jones1998	2199	791	plasma	min	[-60.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		606.0	[21.06, None, 26.68, None, 47.74, None, 139.7, 280.81, 381.9, 454.21]		[5.62, None, 6.32, None, 10.53, None, 36.51, 54.06, 87.05, 51.25]							
Jones1998	2199	793	plasma	min	[-60.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		606.0	[21.06, None, 26.68, None, 47.74, None, 139.7, 280.81, 381.9, 454.21]		[5.62, None, 6.32, None, 10.53, None, 36.51, 54.06, 87.05, 51.25]							
Jones1998	2199	794	plasma	min	[-60.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		606.0	[21.06, None, 26.68, None, 47.74, None, 139.7, 280.81, 381.9, 454.21]		[5.62, None, 6.32, None, 10.53, None, 36.51, 54.06, 87.05, 51.25]							
Jones1998	2200	791	plasma	min	[-60.0, -45.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		605.0	[67.12, None, 65.39, None, 72.4, 78.86, None, 120.22, 213.54, 228.79, 241.3]		[4.91, None, 4.37, None, 5.46, 5.46, None, 18.02, 58.42, 50.23, 38.22]							
Jones1998	2200	793	plasma	min	[-60.0, -45.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		605.0	[67.12, None, 65.39, None, 72.4, 78.86, None, 120.22, 213.54, 228.79, 241.3]		[4.91, None, 4.37, None, 5.46, 5.46, None, 18.02, 58.42, 50.23, 38.22]							
Jones1998	2200	794	plasma	min	[-60.0, -45.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		605.0	[67.12, None, 65.39, None, 72.4, 78.86, None, 120.22, 213.54, 228.79, 241.3]		[4.91, None, 4.37, None, 5.46, 5.46, None, 18.02, 58.42, 50.23, 38.22]							
Jones1998	2201	791	plasma	min	[-60.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		606.0	[26.68, None, 18.25, None, 19.66, None, 20.36, 43.53, 64.59, 91.97]		[None, None, 5.62, None, 5.62, None, 7.72, 27.38, 16.85, 48.44]							
Jones1998	2201	792	plasma	min	[-60.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		606.0	[26.68, None, 18.25, None, 19.66, None, 20.36, 43.53, 64.59, 91.97]		[None, None, 5.62, None, 5.62, None, 7.72, 27.38, 16.85, 48.44]							
Jones1998	2201	795	plasma	min	[-60.0, -40.0, -30.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		606.0	[26.68, None, 18.25, None, 19.66, None, 20.36, 43.53, 64.59, 91.97]		[None, None, 5.62, None, 5.62, None, 7.72, 27.38, 16.85, 48.44]							
Jones1998	2202	791	plasma	min	[-60.0, -40.0, -30.0, -25.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		605.0	[54.56, 56.11, None, None, 51.65, 53.2, None, 52.51, 68.3, 78.08, 74.76]		[3.82, 5.46, None, None, 6.01, 4.37, None, 4.92, 6.55, 16.38, 13.1]							
Jones1998	2202	792	plasma	min	[-60.0, -40.0, -30.0, -25.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		605.0	[54.56, 56.11, None, None, 51.65, 53.2, None, 52.51, 68.3, 78.08, 74.76]		[3.82, 5.46, None, None, 6.01, 4.37, None, 4.92, 6.55, 16.38, 13.1]							
Jones1998	2202	795	plasma	min	[-60.0, -40.0, -30.0, -25.0, -20.0, 0.0, 20.0, 30.0, 40.0, 50.0, 60.0]	epinephrine	concentration	pg/ml	/media/data/Jones1998_Fig2.png		605.0	[54.56, 56.11, None, None, 51.65, 53.2, None, 52.51, 68.3, 78.08, 74.76]		[3.82, 5.46, None, None, 6.01, 4.37, None, 4.92, 6.55, 16.38, 13.1]							
Jones1998	2203	791	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	norepinephrine	concentration	pg/ml	/media/data/Jones1998_Fig3.png	22401.899999999998	606.0	[181.7, 185.49, 186.38, 170.33, 206.06, 178.88, 194.33, 198.64]	-0.005238947561658858	[33.39, 35.32, 30.0, 21.29, 27.58, 23.23, 24.19, 21.29]							
Jones1998	2203	793	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	norepinephrine	concentration	pg/ml	/media/data/Jones1998_Fig3.png	22401.899999999998	606.0	[181.7, 185.49, 186.38, 170.33, 206.06, 178.88, 194.33, 198.64]	-0.005238947561658858	[33.39, 35.32, 30.0, 21.29, 27.58, 23.23, 24.19, 21.29]							
Jones1998	2203	794	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	norepinephrine	concentration	pg/ml	/media/data/Jones1998_Fig3.png	22401.899999999998	606.0	[181.7, 185.49, 186.38, 170.33, 206.06, 178.88, 194.33, 198.64]	-0.005238947561658858	[33.39, 35.32, 30.0, 21.29, 27.58, 23.23, 24.19, 21.29]							
Jones1998	2204	791	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	norepinephrine	concentration	pg/ml	/media/data/Jones1998_Fig3.png	31405.0	605.0	[242.57, 244.46, 247.01, 243.57, 261.46, 298.68, 313.29, 287.24]		[22.0, 10.67, 16.0, 18.67, 18.0, 26.0, 23.33, 29.99]							
Jones1998	2204	793	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	norepinephrine	concentration	pg/ml	/media/data/Jones1998_Fig3.png	31405.0	605.0	[242.57, 244.46, 247.01, 243.57, 261.46, 298.68, 313.29, 287.24]		[22.0, 10.67, 16.0, 18.67, 18.0, 26.0, 23.33, 29.99]							
Jones1998	2204	794	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	norepinephrine	concentration	pg/ml	/media/data/Jones1998_Fig3.png	31405.0	605.0	[242.57, 244.46, 247.01, 243.57, 261.46, 298.68, 313.29, 287.24]		[22.0, 10.67, 16.0, 18.67, 18.0, 26.0, 23.33, 29.99]							
Jones1998	2205	791	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	cortisol	concentration	µg/dl	/media/data/Jones1998_Fig3.png	1248.45	606.0	[10.35, 10.1, 6.92, 8.0, 10.04, 12.27, 16.15, 19.64]		[1.41, 1.22, 0.65, 0.84, 1.49, 1.68, 3.05, 6.1]							
Jones1998	2205	793	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	cortisol	concentration	µg/dl	/media/data/Jones1998_Fig3.png	1248.45	606.0	[10.35, 10.1, 6.92, 8.0, 10.04, 12.27, 16.15, 19.64]		[1.41, 1.22, 0.65, 0.84, 1.49, 1.68, 3.05, 6.1]							
Jones1998	2205	794	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	cortisol	concentration	µg/dl	/media/data/Jones1998_Fig3.png	1248.45	606.0	[10.35, 10.1, 6.92, 8.0, 10.04, 12.27, 16.15, 19.64]		[1.41, 1.22, 0.65, 0.84, 1.49, 1.68, 3.05, 6.1]							
Jones1998	2206	791	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	cortisol	concentration	µg/dl	/media/data/Jones1998_Fig3.png	1156.75	605.0	[9.78, 9.63, 9.67, 9.3, 8.73, 8.7, 11.38, 13.61]		[1.26, 1.46, 1.26, 0.84, 0.73, 0.57, 1.15, 1.23]							
Jones1998	2206	793	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	cortisol	concentration	µg/dl	/media/data/Jones1998_Fig3.png	1156.75	605.0	[9.78, 9.63, 9.67, 9.3, 8.73, 8.7, 11.38, 13.61]		[1.26, 1.46, 1.26, 0.84, 0.73, 0.57, 1.15, 1.23]							
Jones1998	2206	794	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	cortisol	concentration	µg/dl	/media/data/Jones1998_Fig3.png	1156.75	605.0	[9.78, 9.63, 9.67, 9.3, 8.73, 8.7, 11.38, 13.61]		[1.26, 1.46, 1.26, 0.84, 0.73, 0.57, 1.15, 1.23]							
Jones1998	2207	791	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	growth hormone	concentration	ng/ml	/media/data/Jones1998_Fig3.png	437.85	606.0	[2.98, 3.09, 1.89, 2.0, 5.02, 4.98, 5.92, 6.83]		[1.96, 2.04, 0.94, 1.06, 2.04, 1.06, 1.02, 1.92]							
Jones1998	2207	793	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	growth hormone	concentration	ng/ml	/media/data/Jones1998_Fig3.png	437.85	606.0	[2.98, 3.09, 1.89, 2.0, 5.02, 4.98, 5.92, 6.83]		[1.96, 2.04, 0.94, 1.06, 2.04, 1.06, 1.02, 1.92]							
Jones1998	2207	794	plasma	min	[-60.0, -40.0, -20.0, 0.0, 20.0, 40.0, 50.0, 60.0]	growth hormone	concentration	ng/ml	/media/data/Jones1998_Fig3.png	437.85	606.0	[2.98, 3.09, 1.89, 2.0, 5.02, 4.98, 5.92, 6.83]		[1.96, 2.04, 0.94, 1.06, 2.04, 1.06, 1.02, 1.92]							
