study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	sd	time_unit	time	max	min	median
George1986	7626	clearance	l/h/kg	plasma	298	caffeine			158.0	1.26e-01	1.37e-02	3.43e-01	4.32e-02			1.93e-01	5.52e-02	
George1986	7627	vd	l/kg	plasma	298	caffeine			155.0	8.40e-01	7.27e-02	2.74e-01	2.30e-01			1.14e+00	5.20e-01	
George1986	7628	vd	l/kg	plasma	298	caffeine			156.0	8.90e-01	5.06e-02	1.80e-01	1.60e-01			1.15e+00	5.60e-01	
George1986	7629	vd	l/kg	plasma	298	caffeine			157.0	8.60e-01	5.06e-02	1.86e-01	1.60e-01			1.21e+00	7.20e-01	
George1986	7630	vd	l/kg	plasma	298	caffeine			158.0	8.60e-01	4.43e-02	1.63e-01	1.40e-01			1.13e+00	6.30e-01	
Haller2002	8027	tmax	h	plasma	314	caffeine			163.0	1.57e+00	1.75e-01	3.16e-01	4.95e-01	h	14.0			
Haller2002	8028	cmax	µg/ml	plasma	314	caffeine			163.0	5.00e+00	4.45e-01	2.52e-01	1.26e+00	h	14.0			
Haller2002	8029	thalf	h	plasma	314	caffeine			163.0	8.10e+00	1.65e+00	5.77e-01	4.67e+00	h	14.0			
Haller2002	8030	auc_end	mg*h/l	plasma	314	caffeine			163.0	7.37e+01	1.52e+01	5.83e-01	4.30e+01	h	14.0			
Haller2002	8031	clearance	l/h/kg	plasma	314	caffeine			163.0	4.86e-02	9.33e-03	5.43e-01	2.64e-02	h	14.0			
Haller2002	8032	vd	l/kg	plasma	314	caffeine			163.0	4.60e-01	2.47e-02	1.52e-01	7.00e-02	h	14.0			
Haller2002	7973	tmax	h	plasma	314	caffeine	783.0	2.00e+00						h	14.0			
Haller2002	7974	tmax	h	plasma	314	caffeine	784.0	1.50e+00						h	14.0			
Haller2002	7975	tmax	h	plasma	314	caffeine	785.0	2.00e+00						h	14.0			
Haller2002	7976	tmax	h	plasma	314	caffeine	786.0	1.00e+00						h	14.0			
Haller2002	7977	tmax	h	plasma	314	caffeine	787.0	1.00e+00						h	14.0			
Haller2002	7978	tmax	h	plasma	314	caffeine	788.0	2.00e+00						h	14.0			
Haller2002	7979	tmax	h	plasma	314	caffeine	789.0	2.00e+00						h	14.0			
Haller2002	7980	tmax	h	plasma	314	caffeine	790.0	1.00e+00						h	14.0			
Haller2002	7981	cmax	µg/ml	plasma	314	caffeine	783.0	3.19e+00						h	14.0			
Haller2002	7982	cmax	µg/ml	plasma	314	caffeine	784.0	5.01e+00						h	14.0			
Haller2002	7983	cmax	µg/ml	plasma	314	caffeine	785.0	8.47e+00						h	14.0			
Haller2002	7984	cmax	µg/ml	plasma	314	caffeine	786.0	6.14e+00						h	14.0			
Haller2002	7985	cmax	µg/ml	plasma	314	caffeine	787.0	5.94e+00						h	14.0			
Haller2002	7986	cmax	µg/ml	plasma	314	caffeine	788.0	3.97e+00						h	14.0			
Haller2002	7987	cmax	µg/ml	plasma	314	caffeine	789.0	6.61e+00						h	14.0			
Haller2002	7988	cmax	µg/ml	plasma	314	caffeine	790.0	4.35e+00						h	14.0			
Haller2002	7989	thalf	h	plasma	314	caffeine	783.0	3.69e+00						h	14.0			
Haller2002	7990	thalf	h	plasma	314	caffeine	784.0	3.98e+00						h	14.0			
Haller2002	7991	thalf	h	plasma	314	caffeine	785.0	5.71e+00						h	14.0			
Haller2002	7992	thalf	h	plasma	314	caffeine	786.0	8.25e+00						h	14.0			
Haller2002	7993	thalf	h	plasma	314	caffeine	787.0	5.67e+00						h	14.0			
Haller2002	7994	thalf	h	plasma	314	caffeine	788.0	6.50e+00						h	14.0			
Haller2002	7995	thalf	h	plasma	314	caffeine	789.0	1.57e+01						h	14.0			
Haller2002	7996	thalf	h	plasma	314	caffeine	790.0	1.52e+01						h	14.0			
Haller2002	7997	auc_end	mg*h/l	plasma	314	caffeine	783.0	2.38e+01						h	14.0			
Haller2002	7998	auc_end	mg*h/l	plasma	314	caffeine	784.0	3.63e+01						h	14.0			
Haller2002	7999	auc_end	mg*h/l	plasma	314	caffeine	785.0	8.33e+01						h	14.0			
Haller2002	8000	auc_end	mg*h/l	plasma	314	caffeine	786.0	8.25e+01						h	14.0			
Haller2002	8001	auc_end	mg*h/l	plasma	314	caffeine	787.0	6.33e+01						h	14.0			
Haller2002	8002	auc_end	mg*h/l	plasma	314	caffeine	788.0	4.20e+01						h	14.0			
Haller2002	8003	auc_end	mg*h/l	plasma	314	caffeine	789.0	1.58e+02						h	14.0			
Haller2002	8004	auc_end	mg*h/l	plasma	314	caffeine	790.0	1.00e+02						h	14.0			
Haller2002	8005	clearance	l/h/kg	plasma	314	caffeine	783.0	9.36e-02						h	14.0			
Haller2002	8006	clearance	l/h/kg	plasma	314	caffeine	784.0	7.08e-02						h	14.0			
Haller2002	8007	clearance	l/h/kg	plasma	314	caffeine	785.0	4.02e-02						h	14.0			
Haller2002	8008	clearance	l/h/kg	plasma	314	caffeine	786.0	2.76e-02						h	14.0			
Haller2002	8009	clearance	l/h/kg	plasma	314	caffeine	787.0	4.86e-02						h	14.0			
Haller2002	8010	clearance	l/h/kg	plasma	314	caffeine	788.0	5.76e-02						h	14.0			
Haller2002	8011	clearance	l/h/kg	plasma	314	caffeine	789.0	2.04e-02						h	14.0			
Haller2002	8012	clearance	l/h/kg	plasma	314	caffeine	790.0	1.98e-02						h	14.0			
Haller2002	8013	vd	l/kg	plasma	314	caffeine	783.0	5.10e-01						h	14.0			
Haller2002	8014	vd	l/kg	plasma	314	caffeine	784.0	4.20e-01						h	14.0			
Haller2002	8015	vd	l/kg	plasma	314	caffeine	785.0	3.40e-01						h	14.0			
Haller2002	8016	vd	l/kg	plasma	314	caffeine	786.0	3.40e-01						h	14.0			
Haller2002	8017	vd	l/kg	plasma	314	caffeine	787.0	4.10e-01						h	14.0			
Haller2002	8018	vd	l/kg	plasma	314	caffeine	788.0	5.50e-01						h	14.0			
Haller2002	8019	vd	l/kg	plasma	314	caffeine	789.0	4.70e-01						h	14.0			
Haller2002	8020	vd	l/kg	plasma	314	caffeine	790.0	4.40e-01						h	14.0			
Healy1991	8401	cmax	µg/ml	plasma	472	caffeine			167.0	4.35e+00	1.58e-01	1.45e-01	6.30e-01					
Healy1991	8402	tmax	h	plasma	472	caffeine			167.0	7.80e-01	4.50e-02	2.31e-01	1.80e-01					
Healy1991	8403	thalf	h	plasma	472	caffeine			167.0	4.80e+00	2.75e-01	2.29e-01	1.10e+00					
Healy1991	8404	clearance	ml/min/1.73m^2	plasma	472	caffeine			167.0	1.04e+02	5.45e+00	2.10e-01	2.18e+01					
Healy1991	8406	auc_end	mg*h/l	plasma	472	caffeine			167.0	3.03e+01	1.73e+00	2.28e-01	6.90e+00	h	24.0			
Healy1991	8420	cmax	µg/ml	plasma	472	paraxanthine			167.0	1.32e+00	5.75e-02	1.74e-01	2.30e-01					
Healy1991	8421	tmax	h	plasma	472	paraxanthine			167.0	5.88e+00	3.85e-01	2.62e-01	1.54e+00					
Healy1991	8422	thalf	h	plasma	472	paraxanthine			167.0	9.20e+00	7.25e-01	3.15e-01	2.90e+00					
Healy1991	8424	auc_end	mg*h/l	plasma	472	paraxanthine			167.0	2.13e+01	1.23e+00	2.30e-01	4.90e+00	h	24.0			
Healy1989	8364	cmax	µg/ml	plasma	464	caffeine			166.0	2.10e+00	1.58e-01	2.38e-01	5.00e-01					
Healy1989	8365	tmax	h	plasma	464	caffeine			166.0	1.20e+00	1.26e-01	3.33e-01	4.00e-01					
Healy1989	8366	kel	1/h	plasma	464	caffeine			166.0	1.40e-01	9.49e-03	2.14e-01	3.00e-02					
Healy1989	8367	thalf	h	plasma	464	caffeine			166.0	5.20e+00	3.79e-01	2.31e-01	1.20e+00					
Healy1989	8368	vd	l/kg	plasma	464	caffeine			166.0	6.70e-01	6.01e-02	2.84e-01	1.90e-01					
Healy1989	8369	auc_inf	mg*h/l	plasma	464	caffeine			166.0	1.63e+01	2.09e+00	4.05e-01	6.60e+00					
Healy1989	8370	clearance	ml/min/1.73m^2	plasma	464	caffeine			166.0	1.06e+02	1.32e+01	3.92e-01	4.16e+01					
Healy1989	8374	cmax	µg/ml	plasma	464	paraxanthine			166.0	6.00e-01	6.32e-02	3.33e-01	2.00e-01					
Healy1989	8375	tmax	h	plasma	464	paraxanthine			166.0	6.20e+00	5.38e-01	2.74e-01	1.70e+00					
Healy1989	8376	auc_end	mg*h/l	plasma	464	paraxanthine			166.0	4.60e+00	4.11e-01	2.83e-01	1.30e+00	h	10.0			
Harder1989	8354	clearance	l/h/kg	plasma	390	caffeine			165.0	1.64e-01	2.02e-02	4.27e-01	7.00e-02					
Joeres1988	8612	clearance	l/h	plasma	482	caffeine	791.0	6.06e+00										
Joeres1988	8613	clearance	l/h	plasma	482	caffeine	792.0	5.83e+00										
Joeres1988	8614	clearance	l/h	plasma	482	caffeine	793.0	5.51e+00										
Joeres1988	8615	clearance	l/h	plasma	482	caffeine	794.0	4.09e+00										
Joeres1988	8616	clearance	l/h	plasma	482	caffeine	795.0	4.05e+00										
Joeres1988	8617	clearance	l/h	plasma	482	caffeine	796.0	3.93e+00										
Joeres1988	8618	clearance	l/h	plasma	482	caffeine	797.0	3.91e+00										
Joeres1988	8619	clearance	l/h	plasma	482	caffeine	798.0	3.57e+00										
Joeres1988	8620	clearance	l/h	plasma	482	caffeine	799.0	3.45e+00										
Joeres1988	8621	clearance	l/h	plasma	482	caffeine	800.0	3.15e+00										
Joeres1988	8622	clearance	l/h	plasma	482	caffeine	801.0	3.18e+00										
Joeres1988	8623	clearance	l/h	plasma	482	caffeine	802.0	2.97e+00										
Joeres1988	8624	clearance	l/h	plasma	482	caffeine	803.0	2.86e+00										
Joeres1988	8625	clearance	l/h	plasma	482	caffeine	804.0	2.45e+00										
Joeres1988	8626	clearance	l/h	plasma	482	caffeine	805.0	1.62e+00										
Joeres1988	8627	clearance	l/h	plasma	482	caffeine	806.0	1.06e+01										
Joeres1988	8628	clearance	l/h	plasma	482	caffeine	807.0	7.95e+00										
Joeres1988	8629	clearance	l/h	plasma	482	caffeine	808.0	7.68e+00										
Joeres1988	8630	clearance	l/h	plasma	482	caffeine	809.0	5.62e+00										
Joeres1988	8631	clearance	l/h	plasma	482	caffeine	810.0	5.33e+00										
Joeres1988	8632	clearance	l/h	plasma	482	caffeine	811.0	4.30e+00										
Joeres1988	8633	clearance	l/h	plasma	482	caffeine	812.0	4.02e+00										
Joeres1988	8634	clearance	l/h	plasma	482	caffeine	813.0	3.86e+00										
Joeres1988	8635	clearance	l/h	plasma	482	caffeine	814.0	1.62e+01										
Joeres1988	8636	clearance	l/h	plasma	482	caffeine	815.0	4.91e+00										
Joeres1988	8637	clearance	l/h	plasma	482	caffeine	816.0	4.78e+00										
Joeres1988	8638	clearance	l/h	plasma	482	caffeine	817.0	3.47e+00										
Joeres1988	8639	clearance	l/h	plasma	482	caffeine	818.0	3.13e+00										
Joeres1988	8640	clearance	l/h	plasma	482	caffeine	819.0	2.88e+00										
Joeres1988	8641	clearance	l/h	plasma	482	caffeine	820.0	2.33e+00										
Joeres1988	8642	clearance	l/h	plasma	482	caffeine	821.0	2.17e+00										
Joeres1988	8643	clearance	l/h	plasma	482	caffeine	822.0	3.86e+00										
Joeres1988	8644	clearance	l/h	plasma	482	caffeine	823.0	1.51e+00										
Joeres1988	8645	clearance	l/h	plasma	482	caffeine	824.0	1.53e+00										
Joeres1988	8646	clearance	l/h	plasma	482	caffeine	825.0	1.49e+00										
Joeres1988	8647	clearance	l/h	plasma	482	caffeine	826.0	1.46e+00										
Joeres1988	8648	clearance	l/h	plasma	482	caffeine	827.0	1.35e+00										
Joeres1988	8649	clearance	l/h	plasma	482	caffeine	828.0	1.26e+00										
Joeres1988	8650	clearance	l/h	plasma	482	caffeine	829.0	1.17e+00										
Joeres1988	8651	clearance	l/h	plasma	482	caffeine	830.0	1.14e+00										
Joeres1988	8652	clearance	l/h	plasma	482	caffeine	831.0	1.07e+00										
Joeres1988	8653	clearance	l/h	plasma	482	caffeine	832.0	1.05e+00										
Joeres1988	8654	clearance	l/h	plasma	482	caffeine	833.0	1.07e+00										
Joeres1988	8655	clearance	l/h	plasma	482	caffeine	834.0	9.14e-01										
Joeres1988	8656	clearance	l/h	plasma	482	caffeine	835.0	8.92e-01										
Joeres1988	8657	clearance	l/h	plasma	482	caffeine	836.0	9.60e-01										
Joeres1988	8658	clearance	l/h	plasma	482	caffeine	837.0	7.54e-01										
Joeres1988	8659	clearance	l/h	plasma	482	caffeine	838.0	3.89e-01										
Joeres1988	8660	clearance	l/h	plasma	482	caffeine	839.0	3.66e-01										
Joeres1988	8661	clearance	l/h	plasma	482	caffeine	840.0	4.56e-02										
Joeres1988	8662	clearance	l/h	plasma	482	caffeine	841.0	4.56e-02										
Joeres1988	8663	clearance	l/h	plasma	482	caffeine	842.0	4.56e-02										
Joeres1988	8664	clearance	l/h	plasma	482	caffeine	843.0	4.56e-02										
Joeres1988	8665	clearance	l/h	plasma	482	caffeine	844.0	1.35e+01										
Joeres1988	8666	clearance	l/h	plasma	482	caffeine	845.0	1.07e+01										
Joeres1988	8667	clearance	l/h	plasma	482	caffeine	846.0	8.98e+00										
Joeres1988	8668	clearance	l/h	plasma	482	caffeine	847.0	5.97e+00										
Joeres1988	8669	clearance	l/h	plasma	482	caffeine	848.0	4.64e+00										
Joeres1988	8670	clearance	l/h	plasma	482	caffeine	849.0	4.25e+00										
Joeres1988	8671	clearance	l/h	plasma	482	caffeine	850.0	3.45e+00										
Joeres1988	8672	clearance	l/h	plasma	482	caffeine	851.0	3.31e+00										
Joeres1988	8673	clearance	l/h	plasma	482	caffeine	852.0	2.40e+00										
Joeres1988	8674	clearance	l/h	plasma	482	caffeine	853.0	1.99e+00										
Joeres1988	8675	clearance	l/h	plasma	482	caffeine	854.0	1.97e+00										
Joeres1988	8676	clearance	l/h	plasma	482	caffeine	855.0	1.78e+00										
Joeres1988	8677	clearance	l/h	plasma	482	caffeine	856.0	1.39e+00										
Joeres1988	8678	clearance	l/h	plasma	482	caffeine	857.0	1.07e+00										
Joeres1988	8679	clearance	l/h	plasma	482	caffeine	858.0	8.69e-01										
Joeres1988	8680	clearance	l/h	plasma	482	caffeine	859.0	6.63e-01										
Joeres1988	8681	clearance	l/h	plasma	482	caffeine	860.0	2.51e-01										
Joeres1988	8682	clearance	l/h	plasma	482	caffeine	861.0	4.56e-02										
Joeres1988	8713	clearance	l/h	plasma	482	caffeine			171.0	7.08e+00	7.48e-01	2.80e-01	1.98e+00			1.06e+01	5.40e+00	
Joeres1988	8714	clearance	l/h	plasma	482	caffeine			172.0	6.24e+00	8.49e-01	3.85e-01	2.40e+00			1.06e+01	3.90e+00	
Joeres1988	8715	clearance	l/h	plasma	482	caffeine			173.0	3.84e+00	3.10e-01	3.12e-01	1.20e+00			6.12e+00	1.68e+00	
Joeres1988	8716	clearance	l/h	plasma	482	caffeine			174.0	3.78e+00	8.91e-01	1.00e+00	3.78e+00			1.38e+01	6.00e-02	
Joeres1988	8717	clearance	l/h	plasma	482	caffeine			175.0	2.04e+00	5.37e-01	1.44e+00	2.94e+00			1.62e+01	6.00e-02	
Joeres1988	8718	clearance	l/h/kg	plasma	482	caffeine			171.0	9.66e-02	9.75e-03	2.67e-01	2.58e-02					
Joeres1988	8719	clearance	l/h/kg	plasma	482	caffeine			172.0	8.58e-02	1.15e-02	3.78e-01	3.24e-02					
Joeres1988	8720	clearance	l/h/kg	plasma	482	caffeine			173.0	5.76e-02	5.42e-03	3.65e-01	2.10e-02					
Joeres1988	8721	clearance	l/h/kg	plasma	482	caffeine			174.0	5.40e-02	1.20e-02	9.44e-01	5.10e-02					
Joeres1988	8722	clearance	l/h/kg	plasma	482	caffeine			175.0	2.82e-02	7.34e-03	1.43e+00	4.02e-02					
Joeres1988	8723	thalf	h	plasma	482	caffeine			171.0	4.28e+00	3.02e-01	1.87e-01	8.00e-01			5.57e+00	3.25e+00	
Joeres1988	8724	thalf	h	plasma	482	caffeine			172.0	4.77e+00	4.48e-01	2.66e-01	1.27e+00			6.70e+00	3.30e+00	
Joeres1988	8725	thalf	h	plasma	482	caffeine			173.0	5.60e+00	5.77e-01	3.99e-01	2.23e+00			1.10e+01	2.65e+00	
Joeres1988	8726	thalf	h	plasma	482	caffeine			174.0	1.50e+01	2.68e+00	7.60e-01	1.14e+01			3.98e+01	2.68e+00	
Joeres1988	8727	thalf	h	plasma	482	caffeine			175.0	2.36e+01	4.04e+00	9.39e-01	2.21e+01			9.24e+01	2.47e+00	
Joeres1988	8728	vd	l	plasma	482	caffeine			171.0	4.30e+01	2.27e+00	1.40e-01	6.00e+00			5.00e+01	3.30e+01	
Joeres1988	8729	vd	l	plasma	482	caffeine			172.0	3.70e+01	3.89e+00	2.97e-01	1.10e+01			5.00e+01	2.20e+01	
Joeres1988	8730	vd	l	plasma	482	caffeine			173.0	2.90e+01	2.07e+00	2.76e-01	8.00e+00			4.60e+01	1.70e+01	
Joeres1988	8731	vd	l	plasma	482	caffeine			174.0	3.70e+01	3.54e+00	4.05e-01	1.50e+01			6.20e+01	1.60e+01	
Joeres1988	8732	vd	l	plasma	482	caffeine			175.0	4.00e+01	3.65e+00	5.00e-01	2.00e+01			7.30e+01	1.90e+01	
Joeres1988	8733	vd	l/kg	plasma	482	caffeine			171.0	5.80e-01								
Joeres1988	8734	vd	l/kg	plasma	482	caffeine			172.0	5.10e-01								
Joeres1988	8735	vd	l/kg	plasma	482	caffeine			173.0	4.10e-01								
Joeres1988	8736	vd	l/kg	plasma	482	caffeine			174.0	5.30e-01								
Joeres1988	8737	vd	l/kg	plasma	482	caffeine			175.0	5.50e-01								
Joeres1988	8738	cmax	µg/ml	plasma	482	caffeine			171.0									
Joeres1988	8739	cmax	µg/ml	plasma	482	caffeine			172.0									
Joeres1988	8740	cmax	µg/ml	plasma	482	caffeine			173.0									
Joeres1988	8741	cmax	µg/ml	plasma	482	caffeine			174.0	2.10e+00	1.06e+00	2.14e+00	4.50e+00			1.84e+01	1.00e-01	
Joeres1988	8742	cmax	µg/ml	plasma	482	caffeine			175.0	5.10e+00	1.11e+00	1.20e+00	6.10e+00			2.30e+01	1.00e-01	
May1982	9071	cmax	µg/ml	plasma	510	caffeine	900.0	4.66e+00										
May1982	9072	cmax	µg/ml	plasma	510	caffeine	901.0	2.32e+00										
May1982	9073	cmax	µg/ml	plasma	510	caffeine	902.0	2.58e+00										
May1982	9074	cmax	µg/ml	plasma	510	caffeine	903.0	4.66e+00										
May1982	9075	cmax	µg/ml	plasma	510	caffeine	904.0	3.30e+00										
May1982	9076	cmax	µg/ml	plasma	510	caffeine	905.0											
May1982	9083	cmax	µg/ml	plasma	510	caffeine	906.0	3.75e+00										
May1982	9084	cmax	µg/ml	plasma	510	caffeine	907.0	3.50e+00										
May1982	9085	cmax	µg/ml	plasma	510	caffeine	908.0	3.50e+00										
May1982	9086	cmax	µg/ml	plasma	510	caffeine	909.0	3.05e+00										
May1982	9087	cmax	µg/ml	plasma	510	caffeine	910.0	2.70e+00										
May1982	9088	cmax	µg/ml	plasma	510	caffeine	911.0											
May1982	9095	tmax	h	plasma	510	caffeine	900.0	2.50e-01										
May1982	9096	tmax	h	plasma	510	caffeine	901.0	5.00e-01										
May1982	9097	tmax	h	plasma	510	caffeine	902.0	5.00e-01										
May1982	9098	tmax	h	plasma	510	caffeine	903.0	3.33e-01										
May1982	9099	tmax	h	plasma	510	caffeine	904.0	8.00e-01										
May1982	9100	tmax	h	plasma	510	caffeine	905.0											
May1982	9107	tmax	h	plasma	510	caffeine	906.0	5.83e-01										
May1982	9108	tmax	h	plasma	510	caffeine	907.0	1.25e+00										
May1982	9109	tmax	h	plasma	510	caffeine	908.0	5.00e-01										
May1982	9110	tmax	h	plasma	510	caffeine	909.0	8.00e-01										
May1982	9111	tmax	h	plasma	510	caffeine	910.0	7.17e-01										
May1982	9112	tmax	h	plasma	510	caffeine	911.0											
May1982	9119	vd	l/kg	plasma	510	caffeine	900.0	5.97e-01										
May1982	9120	vd	l/kg	plasma	510	caffeine	901.0	8.04e-01										
May1982	9121	vd	l/kg	plasma	510	caffeine	902.0	7.26e-01										
May1982	9122	vd	l/kg	plasma	510	caffeine	903.0	5.73e-01										
May1982	9123	vd	l/kg	plasma	510	caffeine	904.0	6.23e-01										
May1982	9124	vd	l/kg	plasma	510	caffeine	905.0	5.61e-01										
May1982	9131	vd	l/kg	plasma	510	caffeine	906.0	6.80e-01										
May1982	9132	vd	l/kg	plasma	510	caffeine	907.0	5.30e-01										
May1982	9133	vd	l/kg	plasma	510	caffeine	908.0	5.14e-01										
May1982	9134	vd	l/kg	plasma	510	caffeine	909.0	6.28e-01										
May1982	9135	vd	l/kg	plasma	510	caffeine	910.0	7.50e-01										
May1982	9136	vd	l/kg	plasma	510	caffeine	911.0	5.06e-01										
May1982	9143	thalf	h	plasma	510	caffeine	900.0	3.47e+00										
May1982	9144	thalf	h	plasma	510	caffeine	901.0	2.88e+00										
May1982	9145	thalf	h	plasma	510	caffeine	902.0	2.18e+00										
May1982	9146	thalf	h	plasma	510	caffeine	903.0	3.98e+00										
May1982	9147	thalf	h	plasma	510	caffeine	904.0	3.18e+00										
May1982	9148	thalf	h	plasma	510	caffeine	905.0	3.27e+00										
May1982	9155	thalf	h	plasma	510	caffeine	906.0	4.25e+00										
May1982	9156	thalf	h	plasma	510	caffeine	907.0	4.18e+00										
May1982	9157	thalf	h	plasma	510	caffeine	908.0	7.05e+00										
May1982	9158	thalf	h	plasma	510	caffeine	909.0	3.68e+00										
May1982	9159	thalf	h	plasma	510	caffeine	910.0	4.10e+00										
May1982	9160	thalf	h	plasma	510	caffeine	911.0	4.32e+00										
May1982	9167	clearance	l/h/kg	plasma	510	caffeine	900.0	1.18e-01										
May1982	9168	clearance	l/h/kg	plasma	510	caffeine	901.0	1.93e-01										
May1982	9169	clearance	l/h/kg	plasma	510	caffeine	902.0	2.30e-01										
May1982	9170	clearance	l/h/kg	plasma	510	caffeine	903.0	9.96e-02										
May1982	9171	clearance	l/h/kg	plasma	510	caffeine	904.0	1.34e-01										
May1982	9172	clearance	l/h/kg	plasma	510	caffeine	905.0	1.19e-01										
May1982	9179	clearance	l/h/kg	plasma	510	caffeine	906.0	1.10e-01										
May1982	9180	clearance	l/h/kg	plasma	510	caffeine	907.0	8.88e-02										
May1982	9181	clearance	l/h/kg	plasma	510	caffeine	908.0	4.92e-02										
May1982	9182	clearance	l/h/kg	plasma	510	caffeine	909.0	1.17e-01										
May1982	9183	clearance	l/h/kg	plasma	510	caffeine	910.0	1.26e-01										
May1982	9184	clearance	l/h/kg	plasma	510	caffeine	911.0	8.10e-02										
May1982	9211	cmax	µg/ml	plasma	510	caffeine			184.0	3.50e+00	5.00e-01	3.50e-01						
May1982	9213	cmax	µg/ml	plasma	510	caffeine			185.0	3.30e+00	1.90e-01	1.41e-01						
May1982	9215	tmax	h	plasma	510	caffeine			184.0	4.83e-01	1.00e-01	5.07e-01						
May1982	9217	tmax	h	plasma	510	caffeine			185.0	7.67e-01	1.33e-01	4.26e-01						
May1982	9219	vd	l/kg	plasma	510	caffeine			184.0	6.47e-01	4.00e-02	1.51e-01						
May1982	9221	vd	l/kg	plasma	510	caffeine			185.0	6.01e-01	4.10e-02	1.67e-01						
May1982	9223	thalf	h	plasma	510	caffeine			184.0	3.17e+00	2.50e-01	1.93e-01						
May1982	9225	thalf	h	plasma	510	caffeine			185.0	4.60e+00	5.00e-01	2.66e-01						
May1982	9227	clearance	l/h/kg	plasma	510	caffeine			184.0	1.49e-01	2.10e-02	3.44e-01						
May1982	9229	clearance	l/h/kg	plasma	510	caffeine			185.0	9.54e-02	1.14e-02	2.93e-01						
McLean2002	9259	auc_inf	mg*h/l	plasma	514	caffeine			187.0	9.99e+01	1.11e+01	3.14e-01						
McLean2002	9260	auc_inf	mg*h/l	plasma	514	caffeine			187.0	1.16e+02	1.57e+01	3.83e-01						
McLean2002	9261	auc_inf	mg*h/l	plasma	514	caffeine			187.0	1.16e+02	1.16e+01	2.83e-01						
McLean2002	9262	auc_inf	mg*h/l	plasma	514	caffeine			187.0	1.17e+02	1.34e+01	3.23e-01						
McLean2002	9263	cmax	µmol/l	plasma	514	caffeine			187.0	4.70e+01	1.80e+00	1.08e-01						
McLean2002	9264	cmax	µmol/l	plasma	514	caffeine			187.0	4.37e+01	2.00e+00	1.29e-01						
McLean2002	9265	cmax	µmol/l	plasma	514	caffeine			187.0	4.80e+01	1.43e+00	8.43e-02						
McLean2002	9266	cmax	µmol/l	plasma	514	caffeine			187.0	4.94e+01	2.80e+00	1.60e-01						
McLean2002	9267	tmax	h	plasma	514	caffeine			187.0	2.06e+00	2.60e-01	3.57e-01						
McLean2002	9268	tmax	h	plasma	514	caffeine			187.0	1.88e+00	2.30e-01	3.46e-01						
McLean2002	9269	tmax	h	plasma	514	caffeine			187.0	1.75e+00	4.10e-01	6.63e-01						
McLean2002	9270	tmax	h	plasma	514	caffeine			187.0	1.60e+00	3.40e-01	6.01e-01						
McLean2002	9271	kel	1/h	plasma	514	caffeine			187.0	1.20e-01	2.00e-02	4.71e-01						
McLean2002	9272	kel	1/h	plasma	514	caffeine			187.0	1.00e-01	1.00e-02	2.83e-01						
McLean2002	9273	kel	1/h	plasma	514	caffeine			187.0	1.10e-01	1.00e-02	2.57e-01						
McLean2002	9274	kel	1/h	plasma	514	caffeine			187.0	1.10e-01	2.00e-02	5.14e-01						
McLean2002	9275	thalf	h	plasma	514	caffeine			187.0	6.92e+00	8.50e-01	3.47e-01						
McLean2002	9276	thalf	h	plasma	514	caffeine			187.0	8.27e+00	1.15e+00	3.93e-01						
McLean2002	9277	thalf	h	plasma	514	caffeine			187.0	7.22e+00	7.10e-01	2.78e-01						
McLean2002	9278	thalf	h	plasma	514	caffeine			187.0	7.06e+00	9.00e-01	3.61e-01						
McLean2002	9279	vd	l/kg	plasma	514	caffeine			187.0	6.00e-01	3.00e-02	1.41e-01						
McLean2002	9280	vd	l/kg	plasma	514	caffeine			187.0	6.40e-01	3.00e-02	1.33e-01						
McLean2002	9281	vd	l/kg	plasma	514	caffeine			187.0	5.60e-01	5.00e-02	2.53e-01						
McLean2002	9282	vd	l/kg	plasma	514	caffeine			187.0	6.60e-01	8.00e-02	3.43e-01						
McLean2002	9283	clearance	l/h/kg	plasma	514	caffeine			187.0	6.84e-02	1.14e-02	4.71e-01						
McLean2002	9284	clearance	l/h/kg	plasma	514	caffeine			187.0	6.30e-02	1.08e-02	4.85e-01						
McLean2002	9285	clearance	l/h/kg	plasma	514	caffeine			187.0	5.58e-02	6.00e-03	3.04e-01						
